Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
7.870128870010376	0	-0.43710944	0.08427604	-0.28531256	-0.62254745	21.0	0.0	-0.020814737	-0.020814737	-0.01862181242602444	-0.01862181242602444	1008	1008
8.922982931137085	1	-0.4099745	0.08901323	-0.2193013	-0.60993713	21.0	0.0	-0.019522594	-0.019522594	-0.017603717023333444	-0.017603717023333444	1008	2016
9.752259969711304	2	-0.42615888	0.08124794	-0.22388665	-0.6054967	21.0	0.0	-0.02029328	-0.02029328	-0.018615528093724854	-0.018615528093724854	1008	3024
10.614500045776367	3	-0.42363095	0.09053689	-0.28354445	-0.64095324	21.0	0.0	-0.020172903	-0.020172903	-0.018792458417562136	-0.018792458417562136	1008	4032
11.349476099014282	4	-0.42817333	0.07725911	-0.25658602	-0.6209863	21.0	0.0	-0.020389205	-0.020389205	-0.019017255187677655	-0.019017255187677655	1008	5040
12.10014009475708	5	-0.41972598	0.08164613	-0.17378357	-0.57544136	21.0	0.0	-0.01998695	-0.01998695	-0.018561544348732157	-0.018561544348732157	1008	6048
12.87926197052002	6	-0.44727683	0.09796216	-0.24308334	-0.68683195	21.0	0.0	-0.021298897	-0.021298897	-0.019880739311542724	-0.019880739311542724	1008	7056
13.623181104660034	7	-0.4226205	0.0884937	-0.23411712	-0.62572837	21.0	0.0	-0.020124787	-0.020124787	-0.018632988109566068	-0.018632988109566068	1008	8064
14.612757921218872	8	-0.43908	0.090925194	-0.2556713	-0.5960898	21.0	0.0	-0.020908572	-0.020908572	-0.019624089993486984	-0.019624089993486984	1008	9072
15.512964010238647	9	-0.42665195	0.101288654	-0.277557	-0.693978	21.0	0.0	-0.02031676	-0.02031676	-0.01913034186513789	-0.01913034186513789	1008	10080
16.20342993736267	10	-0.49564365	0.1063082	-0.29456508	-0.7458321	21.0	0.0	-0.02360208	-0.02360208	-0.022055582333304905	-0.022055582333304905	1008	11088
16.913214921951294	11	-0.46558574	0.12395573	-0.16105084	-0.84267604	21.0	0.0	-0.022170749	-0.022170749	-0.020929920052028796	-0.020929920052028796	1008	12096
17.621481895446777	12	-0.4557538	0.10889538	-0.23202643	-0.7320927	21.0	0.0	-0.021702562	-0.021702562	-0.020539760643552944	-0.020539760643552944	1008	13104
18.381834983825684	13	-0.5156891	0.10849195	-0.27569237	-0.8510111	21.0	0.0	-0.024556622	-0.024556622	-0.023253665537528626	-0.023253665537528626	1008	14112
19.084419012069702	14	-0.5163358	0.115548074	-0.2678885	-0.9223689	21.0	0.0	-0.024587415	-0.024587415	-0.02322808980837075	-0.02322808980837075	1008	15120
19.933490991592407	15	-0.53550667	0.14943184	-0.28091124	-0.9304436	21.0	0.0	-0.025500316	-0.025500316	-0.024100478178936582	-0.024100478178936582	1008	16128
20.736407995224	16	-0.53418905	0.12029195	-0.24789618	-0.95065707	21.0	0.0	-0.025437573	-0.025437573	-0.024273010918033355	-0.024273010918033355	1008	17136
21.675461053848267	17	-0.51601624	0.1326211	-0.2595444	-0.8285747	21.0	0.0	-0.024572203	-0.024572203	-0.023392194535512178	-0.023392194535512178	1008	18144
22.468801021575928	18	-0.5924875	0.1285225	-0.34754425	-1.0315572	21.0	0.0	-0.02821369	-0.02821369	-0.026904746736230535	-0.026904746736230535	1008	19152
23.17957901954651	19	-0.5635174	0.113936774	-0.36700824	-0.8615068	21.0	0.0	-0.026834162	-0.026834162	-0.025599847768639494	-0.025599847768639494	1008	20160
23.97343683242798	20	-0.5656752	0.118382014	-0.28435624	-0.76053613	21.0	0.0	-0.026936913	-0.026936913	-0.025694890429616604	-0.025694890429616604	1008	21168
24.897777795791626	21	-0.6046229	0.122335605	-0.4131028	-0.89134127	21.0	0.0	-0.028791567	-0.028791567	-0.027643493400741508	-0.027643493400741508	1008	22176
25.66299295425415	22	-0.5563798	0.13455884	-0.33077732	-0.9467923	21.0	0.0	-0.026494276	-0.026494276	-0.025424941735774115	-0.025424941735774115	1008	23184
26.37824296951294	23	-0.5499919	0.11169429	-0.3199348	-0.8179375	21.0	0.0	-0.02619009	-0.02619009	-0.025015624608775662	-0.025015624608775662	1008	24192
27.077155113220215	24	-0.53974205	0.122558616	-0.23916353	-0.8842433	21.0	0.0	-0.025702002	-0.025702002	-0.024717492784558155	-0.024717492784558155	1008	25200
27.861159801483154	25	-0.55146873	0.13702102	-0.30855536	-0.86866087	21.0	0.0	-0.026260415	-0.026260415	-0.02530692038398663	-0.02530692038398663	1008	26208
28.565634965896606	26	-0.5142842	0.11481383	-0.29249975	-0.8687355	21.0	0.0	-0.024489725	-0.024489725	-0.023617636089753345	-0.023617636089753345	1008	27216
29.688910961151123	27	-0.52181107	0.11630952	-0.288269	-0.7756711	21.0	0.0	-0.024848146	-0.024848146	-0.02393372283573594	-0.02393372283573594	1008	28224
30.732869863510132	28	-0.51783746	0.10256855	-0.26443344	-0.74157894	21.0	0.0	-0.024658926	-0.024658926	-0.02375304069872098	-0.02375304069872098	1008	29232
31.463221073150635	29	-0.49685732	0.09550473	-0.28908312	-0.7297333	21.0	0.0	-0.023659872	-0.023659872	-0.022822598742631157	-0.022822598742631157	1008	30240
32.24291205406189	30	-0.48303294	0.09393004	-0.3105028	-0.6742266	21.0	0.0	-0.023001568	-0.023001568	-0.022181787946558958	-0.022181787946558958	1008	31248
33.01244378089905	31	-0.45909372	0.08484046	-0.2341837	-0.66393673	21.0	0.0	-0.021861605	-0.021861605	-0.0211118761807852	-0.0211118761807852	1008	32256
34.14827108383179	32	-0.44370237	0.096369624	-0.27010328	-0.76057965	21.0	0.0	-0.021128684	-0.021128684	-0.02040935405912486	-0.02040935405912486	1008	33264
35.01734399795532	33	-0.4307495	0.09712656	-0.2753909	-0.6102206	21.0	0.0	-0.02051188	-0.02051188	-0.019729636885033788	-0.019729636885033788	1008	34272
35.715779066085815	34	-0.4534099	0.08283909	-0.27198878	-0.68204534	21.0	0.0	-0.021590948	-0.021590948	-0.020861410969083397	-0.020861410969083397	1008	35280
36.408674001693726	35	-0.44811246	0.0843395	-0.23233868	-0.62927556	21.0	0.0	-0.021338686	-0.021338686	-0.020618996748072476	-0.020618996748072476	1008	36288
37.09377598762512	36	-0.42099294	0.071536906	-0.2849829	-0.59497225	21.0	0.0	-0.020047283	-0.020047283	-0.01928020963962151	-0.01928020963962151	1008	37296
37.788166761398315	37	-0.42967203	0.078259856	-0.26455846	-0.6249524	21.0	0.0	-0.020460576	-0.020460576	-0.01974683228203852	-0.01974683228203852	1008	38304
38.48012375831604	38	-0.44204172	0.087594144	-0.21938877	-0.69234705	21.0	0.0	-0.021049608	-0.021049608	-0.020295133588594066	-0.020295133588594066	1008	39312
39.189236879348755	39	-0.020387232	2.8396037	19.437632	-0.6570537	21.0	0.0	-0.0009708253	-0.0009708253	-0.00015874313246897406	-0.00015874313246897406	1008	40320
39.882063150405884	40	-0.43127155	0.06892923	-0.31594327	-0.75296587	21.0	0.0	-0.020536743	-0.020536743	-0.019673374175846994	-0.019673374175846994	1008	41328
40.57475399971008	41	-0.43178752	0.09056799	-0.28008822	-0.66754127	21.0	0.0	-0.020561313	-0.020561313	-0.019757109680121437	-0.019757109680121437	1008	42336
41.27067494392395	42	-0.22861083	1.4186157	9.480144	-0.6539896	21.0	0.0	-0.010886231	-0.010886231	-0.01001939627348124	-0.01001939627348124	1008	43344
41.96261501312256	43	-0.41420308	0.08591514	-0.25905725	-0.6749587	21.0	0.0	-0.019723957	-0.019723957	-0.018855113317290756	-0.018855113317290756	1008	44352
42.64745903015137	44	-0.23196466	1.4194446	9.487617	-0.5732418	21.0	0.0	-0.0110459365	-0.0110459365	-0.00983154990913338	-0.00983154990913338	1008	45360
43.33994007110596	45	0.41706896	3.3922122	19.310175	-0.5706161	21.0	0.0	0.019860424	0.019860424	0.0211665353286141	0.0211665353286141	1008	46368
44.03516888618469	46	1.4513229	7.768708	49.30074	-0.6238612	21.0	0.0	0.06911061	0.06911061	0.07033526550452969	0.07033526550452969	1008	47376
44.72654891014099	47	5.143355	12.826575	59.2972	-0.6575227	21.0	0.0	0.24492165	0.24492165	0.24657853347687494	0.24657853347687494	1008	48384
45.41657280921936	48	2.8731906	11.190627	49.32369	-0.6384028	21.0	0.0	0.13681862	0.13681862	0.13844976580434984	0.13844976580434984	1008	49392
46.11680006980896	49	3.0539062	7.721143	29.386902	-0.649887	21.0	0.0	0.14542411	0.14542411	0.14696533521311853	0.14696533521311853	1008	50400
46.80507683753967	50	3.6739893	13.772921	69.245316	-0.7425299	21.0	0.0	0.17495187	0.17495187	0.1763700878253125	0.1763700878253125	1008	51408
47.495726108551025	51	4.8710876	11.690943	49.42122	-0.69372666	21.0	0.0	0.23195657	0.23195657	0.2333460332109078	0.2333460332109078	1008	52416
48.19117307662964	52	6.079403	11.380432	39.328697	-0.7387752	21.0	0.0	0.28949538	0.28949538	0.2907740273952425	0.2907740273952425	1008	53424
48.882000207901	53	10.207172	14.899433	49.149258	-0.79381067	21.0	0.0	0.48605582	0.48605582	0.48723304422291086	0.48723304422291086	1008	54432
49.57114100456238	54	18.751703	23.937725	79.19168	-0.63530344	21.0	0.0	0.89293826	0.89293826	0.8940956866033476	0.8940956866033476	1008	55440
50.2665741443634	55	24.131754	19.919443	69.16866	-0.66410756	21.0	0.0	1.1491312	1.1491312	1.1502209981098488	1.1502209981098488	1008	56448
50.957993030548096	56	35.934765	21.557482	89.18596	-0.7378627	21.0	0.0	1.7111791	1.7111791	1.7122665423228691	1.7122665423228691	1008	57456
51.651413917541504	57	43.417633	26.108488	79.18388	-0.72964543	21.0	0.0	2.0675063	2.0675063	2.068440162836011	2.068440162836011	1008	58464
52.34561514854431	58	55.029858	22.15055	89.04921	-0.68240505	21.0	0.0	2.620469	2.620469	2.6213141150112564	2.6213141150112564	1008	59472
53.042481899261475	59	48.98235	27.158255	99.02245	-0.5333549	21.0	0.0	2.3324928	2.3324928	2.3333621921087517	2.3333621921087517	1008	60480
53.732325077056885	60	53.954315	22.837122	89.03525	-0.9417062	21.0	0.0	2.5692532	2.5692532	2.570066635542342	2.570066635542342	1008	61488
54.433099031448364	61	63.877125	16.983194	98.939476	29.22361	21.0	0.0	3.0417678	3.0417678	3.0425080551720725	3.0425080551720725	1008	62496
55.122085094451904	62	64.088554	22.274036	99.10878	9.274046	21.0	0.0	3.0518363	3.0518363	3.052564757365587	3.052564757365587	1008	63504
55.81825613975525	63	69.04331	21.863747	118.81626	-0.4394113	21.0	0.0	3.287777	3.287777	3.288465988691746	3.288465988691746	1008	64512
56.515323877334595	64	75.253395	19.44092	108.88322	8.998124	21.0	0.0	3.5834951	3.5834951	3.5841443318195405	3.5841443318195405	1008	65520
57.21060800552368	65	75.419685	17.867533	118.6959	19.247974	21.0	0.0	3.5914137	3.5914137	3.592045253220074	3.592045253220074	1008	66528
57.901307106018066	66	74.14015	18.479506	108.826416	28.892662	21.0	0.0	3.5304835	3.5304835	3.5311161204272286	3.5311161204272286	1008	67536
58.60010600090027	67	76.37292	24.139795	108.8169	9.096794	21.0	0.0	3.6368055	3.6368055	3.6374048077321866	3.6374048077321866	1008	68544
59.29320812225342	68	79.29505	17.77477	108.582664	29.171135	21.0	0.0	3.7759552	3.7759552	3.776531490854232	3.776531490854232	1008	69552
59.987595081329346	69	81.99028	18.618477	118.663826	38.842434	21.0	0.0	3.9042993	3.9042993	3.9048495141809605	3.9048495141809605	1008	70560
60.684279918670654	70	81.093925	17.14845	108.79229	28.946547	21.0	0.0	3.8616154	3.8616154	3.86216866004155	3.86216866004155	1008	71568
